crid, officer_id
1023835,234
1023835,235
1023835,236
1023835,237
1023835,238
1023845,239
1023845,240
1023857,241
1023857,242
1023870,243
1023870,244
1023870,245
1023870,246
1023891,247
1023891,248
1023891,249
1023891,250
1023891,251
1023891,252
1023891,253
1023891,254
1023891,255
1023891,256
1023891,257
1023891,258
1023891,259
1023893,260
1023893,261
1023893,262
1023893,263
1023899,264
1023908,265
1023928,266
1023928,267
1023945,268
1023945,269
1023945,270
1023945,271
1023945,272
1023945,273
1023945,274
1023945,275
1023945,276
1023945,277
1023945,278
1023945,279
1023945,280
1023945,281
1023945,282
1023945,283
1023945,284
1023945,285
1023950,286
1023950,287
1023958,288
1023958,289
1023963,290
1023963,291
1023987,292
1023987,293
1024038,294
1024043,295
1024043,296
1024043,297
1024051,298
1024051,299
1024051,300
1024051,301
1024051,302
1024051,303
1024051,304
1024051,305
1024051,306
1024051,307
1024051,308
1024051,309
1024051,310
1024051,311
1024051,312
1024051,313
1024051,314
1024051,315
1024056,316
1024056,174
1024065,195
1024065,198
1024065,199
1024065,317
1024065,318
1024065,201
1024065,203
1024065,204
1024065,205
1024065,206
1024069,319
1024069,320
1024070,321
1024071,322
1024078,316
1024081,323
1024082,324
1024082,325
1024082,326
1024083,327
1024083,289
1024084,328
1024084,329
1024096,330
1024096,331
1024096,332
1024126,333
1024126,334
1024141,335
1024141,336
1024141,337
1024148,338
1024148,339
1024148,340
1024160,341
1024160,342
1024174,343
1024176,344
1024176,345
1024204,221
1024219,346
1024219,347
1024230,348
1024230,349
1024233,350
1024233,351
1024242,352
1024242,353
1024242,354
1024242,51
1024242,355
1024242,356
1024242,357
1024242,52
1024242,358
1024242,359
1024242,360
1024242,361
1024242,351
1024253,47
1024253,362
1024259,363
1024259,364
1024262,63
1024266,127
1024266,130
1024266,142
1024269,365
1024270,335
1024270,366
1024328,367
1024328,368
1024328,369
1024328,370
1024328,371
1024328,372
1024328,373
1024328,374
1024328,375
1024328,376
1024328,377
1024337,378
1024346,354
1024359,379
1024359,380
1024361,381
1024361,382
1024361,383
1024361,384
1024379,385
1024379,386
1024395,387
1024395,388
1024410,389
1024410,390
1024437,391
1024437,392
1024459,393
1024496,157
1024502,394
1024502,395
1024507,396
1024507,397
1024535,398
1024535,399
1024553,400
1024553,401
1024555,402
1024555,403
1024563,286
1024563,287
1024604,404
1024604,405
1024604,406
1024604,407
1024604,408
1024604,409
1024604,410
1024604,411
1024604,412
1024604,413
1024604,414
1024604,290
1024604,415
1024604,416
1024604,417
1024604,418
1024604,419
1024609,321
1024621,420
1024621,421
1024685,422
1024685,423
1024687,361
1024699,424
1024699,425
1024699,426
1024699,427
1024699,428
1024699,429
1024716,430
1024716,431
1024726,432
1024726,433
1024730,434
1024730,359
1024756,293
1024762,435
1024770,352
1024770,353
1024770,354
1024770,51
1024770,355
1024770,356
1024770,357
1024770,52
1024770,358
1024770,359
1024770,360
1024770,361
1024770,351
1024774,436
1024774,437
1024790,438
1024790,439
1024790,440
1024790,441
1024792,175
1024795,177
1024795,179
1024795,180
1024795,442
1024795,183
1024795,443
1024795,185
1024795,187
1024795,188
1024795,189
1024795,190
1024819,330
1024819,444
1024819,445
1024819,331
1024819,332
1024828,292
1024828,293
1024842,192
1024842,446
1024863,94
1024863,447
1024870,6
1024870,84
1024876,448
1024876,449
1024887,450
1024887,451
1024889,191
1024889,192
1024889,78
1024889,79
1024889,446
1024889,452
1024889,453
1024889,454
1024889,455
1024906,456
1024906,42
1024915,457
1024915,458
1024921,459
1024922,460
1024931,241
1024931,242
1024933,461
1024933,462
1024933,463
1024933,464
1024933,465
1024935,466
1024956,320
1024964,193
1024969,99
1024994,76
1024995,467
1025001,468
1025001,469
1025006,470
1025006,471
1025006,472
1025037,396
1025037,397
1025042,335
1025042,366
1025049,473
1025049,474
1025049,193
1025055,425
1025055,475
1025055,476
1025055,477
1025055,478
1025055,479
1025055,480
1025055,481
1025055,482
1025055,483
1025055,428
1025066,373
1025066,374
1025071,484
1025071,485
1025071,220
1025071,347
1025071,486
1025071,221
1025072,373
1025072,374
1025074,373
1025074,374
1025080,434
1025080,487
1025080,97
1025087,488
1025087,489
1025093,490
1025093,491
1025099,492
1025140,493
1025140,431
1025140,494
1025168,495
1025168,496
1025168,497
1025168,498
1025168,499
1025168,500
1025168,501
1025178,502
1025222,290
1025222,291
1025239,503
1025239,504
1025255,505
1025255,82
1025256,506
1025256,383
1025263,507
1025263,508
1025263,509
1025263,510
1025266,511
1025266,512
1025266,513
1025272,514
1025276,515
1025287,516
1025287,517
1025292,518
1025292,425
1025292,477
1025292,478
1025292,519
1025292,480
1025292,481
1025292,520
1025292,521
1025292,280
1025292,428
1025292,522
1025298,523
1025298,524
1025302,525
1025312,526
1025312,527
1025312,528
1025312,529
1025312,530
1025312,531
1025312,532
1025312,533
1025312,534
1025312,535
1025312,536
1025338,537
1025349,538
1025349,539
1025350,540
1025350,541
1025350,542
1025350,543
1025350,544
1025350,545
1025350,546
1025350,547
1025350,548
1025350,549
1025350,550
1025350,551
1025351,114
1025351,50
1025394,552
1025418,553
1025418,554
1025418,555
1025418,556
1025418,557
1025441,558
1025441,559
1025441,560
1025449,179
1025449,180
1025449,181
1025449,442
1025449,183
1025449,184
1025449,185
1025449,186
1025449,187
1025449,188
1025449,190
1025457,561
1025457,562
1025474,563
1025474,564
1025492,565
1025523,79
1025531,85
1025531,87
1025531,566
1025531,567
1025531,568
1025531,88
1025531,569
1025531,570
1025531,90
1025531,91
1025531,92
1025531,93
1025531,264
1025531,95
1025531,96
1025531,571
1025534,47
1025541,572
1025541,573
1025541,574
1025542,575
1025559,348
1025559,349
1025600,576
1025602,167
1025602,577
1025602,288
1025602,578
1025602,579
1025602,580
1025602,581
1025602,289
1025602,582
1025602,583
1025610,126
1025610,128
1025617,584
1025617,178
1025617,585
1025626,321
1025653,586
1025653,393
1025669,587
1025691,174
1025691,588
1025694,15
1025722,355
1025722,357
1025732,266
1025742,388
1025775,589
1025775,590
1025775,591
1025775,592
1025807,593
1025809,594
1025809,595
1025809,596
1025824,597
1025824,598
1025824,599
1025824,600
1025826,601
1025826,602
1025826,197
1025826,603
1025826,604
1025826,605
1025826,202
1025826,606
1025826,607
1025826,608
1025829,171
1025829,609
1025834,610
1025834,611
1025834,612
1025858,613
1025858,614
1025858,615
1025858,255
1025858,257
1025865,616
1025865,617
1025875,126
1025875,128
1025875,132
1025875,618
1025885,619
1025885,166
1025895,620
1025895,621
1025911,622
1025921,623
1025921,624
1025932,625
1025932,21
1025932,626
1025949,239
1025949,627
1025954,126
1025954,128
1025954,129
1025954,131
1025954,132
1025957,628
1025957,629
1025957,630
1025957,631
1025957,632
1025957,633
1025957,634
1025957,635
1025957,636
1025978,637
1025978,594
1025978,638
1025978,639
1025978,640
1025978,641
1025978,642
1025978,643
1025978,596
1025994,644
1025994,645
1025994,213
1025995,646
1025995,647
1025995,648
1025999,171
1025999,387
1026008,649
1026008,650
1026008,651
1026008,652
1026014,352
1026014,350
1026014,51
1026023,437
1026023,653
1026032,213
1026032,654
1026035,655
1026035,656
1026035,657
1026035,658
1026035,659
1026035,660
1026035,661
1026035,662
1026035,663
1026035,664
1026041,63
1026045,665
1026051,666
1026051,321
1026059,667
1026059,596
1026064,668
1026064,669
1026068,343
1026071,400
1026071,401
1026071,53
1026071,670
1026080,671
1026080,672
1026082,673
1026082,398
1026082,674
1026091,69
1026091,675
1026105,676
1026105,275
1026105,278
1026105,279
1026105,282
1026105,284
1026107,503
1026107,504
1026111,677
1026111,678
1026111,679
1026127,680
1026127,681
1026127,682
1026129,683
1026129,684
1026141,685
1026141,686
1026144,687
1026144,688
1026144,689
1026144,690
1026148,577
1026148,583
1026150,691
1026150,692
1026150,693
1026150,694
1026150,342
1026164,695
1026164,696
1026164,697
1026164,122
1026164,210
1026164,123
1026164,698
1026164,699
1026164,394
1026184,700
1026195,701
1026195,702
1026195,166
1026209,703
1026209,704
1026216,705
1026216,469
1026231,706
1026245,707
1026245,708
1026254,709
1026254,710
1026254,111
1026281,676
1026281,711
1026281,712
1026281,713
1026281,279
1026281,282
1026281,714
1026281,715
1026281,284
1026290,645
1026290,213
1026293,716
1026293,717
1026325,63
1026325,718
1026330,719
1026330,720
1026364,460
1026395,559
1026395,560
1026400,397
1026400,562
1026421,721
1026421,722
1026430,717
1026456,66
1026456,723
1026483,565
1026483,724
1026491,174
1026491,725
1026491,175
1026491,320
1026504,380
1026534,633
1026534,635
1026545,47
1026552,21
1026552,726
1026557,438
1026557,168
1026560,727
1026560,728
1026589,729
1026589,598
1026589,730
1026595,731
1026595,732
1026595,733
1026595,373
1026595,734
1026595,735
1026595,736
1026595,737
1026595,738
1026595,564
1026595,580
1026595,739
1026595,740
1026603,517
1026603,741
1026603,742
1026603,743
1026614,744
1026614,102
1026614,745
1026615,746
1026615,529
1026615,532
1026615,747
1026620,748
1026620,749
1026620,750
1026620,751
1026620,752
1026620,753
1026620,754
1026620,74
1026620,755
1026620,756
1026623,260
1026652,757
1026652,758
1026663,262
1026667,35
1026667,725
1026667,759
1026667,320
1026706,504
1026713,195
1026713,760
1026713,197
1026713,198
1026713,199
1026713,317
1026713,318
1026713,201
1026713,202
1026713,203
1026713,761
1026713,205
1026713,206
1026719,48
1026719,762
1026723,763
1026723,764
1026728,765
1026732,727
1026732,728
1026736,766
1026736,767
1026736,768
1026736,769
1026736,770
1026736,358
1026736,771
1026779,772
1026779,440
1026785,773
1026812,774
1026812,775
1026812,776
1026812,777
1026812,778
1026867,387
1026867,388
1026872,779
1026872,780
1026872,781
1026882,782
1026882,783
1026884,784
1026900,164
1026900,236
1026915,785
1026915,757
1026922,786
1026922,387
1026922,388
1026928,787
1026928,788
1026943,789
1026943,790
1026949,791
1026949,792
1026949,793
1026949,794
1026949,795
1026959,796
1026959,797
1026962,51
1026962,52
1026963,798
1026979,47
1026979,362
1026982,799
1026982,800
1026982,629
1026982,801
1026982,802
1026982,803
1026982,804
1026982,805
1026982,806
1026982,807
1026982,636
1026982,808
1026982,809
1026982,810
1026982,811
1027002,48
1027002,812
1027008,382
1027013,813
1027013,814
1027036,355
1027036,357
1027052,593
1027052,815
1027053,352
1027053,816
1027072,623
1027072,624
1027072,69
1027072,675
1027084,739
1027084,740
1027100,460
1027139,685
1027139,380
1027175,817
1027175,818
1027176,819
1027176,820
1027190,593
1027218,821
1027218,714
1027218,715
1027219,739
1027219,740
1027222,822
1027222,823
1027249,222
1027249,715
1027256,579
1027258,593
1027258,815
1027281,824
1027281,825
1027283,826
1027289,827
1027298,828
1027298,829
1027298,830
1027298,831
1027298,832
1027298,552
1027300,316
1027300,833
1027300,35
1027318,834
1027318,835
1027318,593
1027318,815
1027318,836
1027335,837
1027356,298
1027356,304
1027356,838
1027356,305
1027361,839
1027361,840
1027361,841
1027361,842
1027369,843
1027369,106
1027377,74
1027377,75
1027381,579
1027389,179
1027389,844
1027400,487
1027400,47
1027429,845
1027429,846
1027433,697
1027433,699
1027433,847
1027450,21
1027450,848
1027450,849
1027472,850
1027472,851
1027476,852
1027476,853
1027476,854
1027476,855
1027476,856
1027476,363
1027476,364
1027476,857
1027481,858
1027481,859
1027481,860
1027494,35
1027494,861
1027494,862
1027520,863
1027520,864
1027529,865
1027529,54
1027529,866
1027531,867
1027531,665
1027531,138
1027538,868
1027538,869
1027542,619
1027542,166
1027553,584
1027588,870
1027588,871
1027588,872
1027590,293
1027597,402
1027597,765
1027597,363
1027609,873
1027665,874
1027665,875
1027665,876
1027665,877
1027679,878
1027679,879
1027684,880
1027684,881
1027684,539
1027690,882
1027696,883
1027696,884
1027696,885
1027696,886
1027696,887
1027698,268
1027698,888
1027698,889
1027698,890
1027698,891
1027698,892
1027698,893
1027698,894
1027698,895
1027698,896
1027698,897
1027698,898
1027698,899
1027698,900
1027698,901
1027702,902
1027702,903
1027702,904
1027702,292
1027705,622
1027705,905
1027708,906
1027709,907
1027709,908
1027709,45
1027709,909
1027709,910
1027709,225
1027709,911
1027709,912
1027709,226
1027713,913
1027713,670
1027715,914
1027716,915
1027716,916
1027741,917
1027741,918
1027741,919
1027741,867
1027741,920
1027741,665
1027741,921
1027741,922
1027747,923
1027747,924
1027783,925
1027783,926
1027785,702
1027785,674
1027805,927
1027805,928
1027808,321
1027823,929
1027823,930
1027823,931
1027835,932
1027847,796
1027847,797
1027862,933
1027862,588
1027862,236
1027862,237
1027887,934
1027889,435
1027923,935
1027923,15
1027927,936
1027933,283
1027939,923
1027939,924
1027978,937
1027978,66
1027978,723
1027983,938
1028021,181
1028027,923
1028027,924
1028028,579
1028028,289
1028028,582
1028031,939
1028031,363
1028032,174
1028032,588
1028033,191
1028033,559
1028033,469
1028056,352
1028056,355
1028056,449
1028056,940
1028056,357
1028056,941
1028056,52
1028056,593
1028056,360
1028056,361
1028056,351
1028061,913
1028065,352
1028065,360
1028074,942
1028074,278
1028082,943
1028082,467
1028086,432
1028088,944
1028088,945
1028088,946
1028106,827
1028106,520
1028106,947
1028126,948
1028126,949
1028130,950
1028131,48
1028131,951
1028144,952
1028151,953
1028151,954
1028161,955
1028161,956
1028161,820
1028162,957
1028162,765
1028162,958
1028170,472
1028170,118
1028171,959
1028171,682
1028172,623
1028172,508
1028172,960
1028172,624
1028172,69
1028172,727
1028172,118
1028172,675
1028183,62
1028183,961
1028193,962
1028193,963
1028193,964
1028193,965
1028193,327
1028193,432
1028193,966
1028193,967
1028193,968
1028193,969
1028193,970
1028193,971
1028193,577
1028193,972
1028193,973
1028193,974
1028193,975
1028193,168
1028193,706
1028193,976
1028193,977
1028193,938
1028193,288
1028193,978
1028193,979
1028193,980
1028193,981
1028193,27
1028193,982
1028193,578
1028193,366
1028193,983
1028193,736
1028193,984
1028193,579
1028193,985
1028193,986
1028193,987
1028193,580
1028193,289
1028193,582
1028193,378
1028193,576
1028193,988
1028193,989
1028193,990
1028193,583
1028193,991
1028193,992
1028221,164
1028221,37
1028231,993
1028231,994
1028231,995
1028231,996
1028231,997
1028231,998
1028231,667
1028231,698
1028231,999
1028231,1000
1028231,1001
1028231,1002
1028231,1003
1028231,1004
1028232,1005
1028232,462
1028240,1006
1028240,221
1028255,352
1028255,360
1028257,1007
1028257,1008
1028295,858
1028295,860
1028305,1009
1028305,1010
1028305,1011
1028305,658
1028315,819
1028320,1012
1028325,1013
1028330,51
1028333,672
1028333,1014
1028342,591
1028342,460
1028372,368
1028372,1015
1028372,1016
1028372,369
1028372,370
1028372,371
1028372,1017
1028372,1018
1028372,1019
1028372,374
1028372,1020
1028372,1021
1028394,1022
1028394,1023
1028394,850
1028394,1024
1028426,162
1028426,1025
1028442,379
1028442,1026
1028468,92
1028468,264
1028488,15
1028489,1027
1028489,1028
1028494,1029
1028494,1030
1028495,962
1028495,576
1028502,1031
1028502,352
1028502,1032
1028502,353
1028502,354
1028502,51
1028502,355
1028502,356
1028502,835
1028502,357
1028502,52
1028502,816
1028502,360
1028502,98
1028502,361
1028502,63
1028502,351
1028536,584
1028536,178
1028536,1033
1028536,1034
1028536,1035
1028536,1036
1028536,585
1028536,1037
1028536,1038
1028538,316
1028538,833
1028551,446
1028551,1039
1028556,1040
1028556,1041
1028556,1042
1028556,1043
1028577,1044
1028577,236
1028587,1045
1028594,1046
1028594,1047
1028610,716
1028610,1048
1028613,671
1028626,39
1028626,1049
1028626,1050
1028626,1051
1028632,1052
1028632,1053
1028637,913
1028637,670
1028657,1054
1028657,1055
1028657,196
1028657,760
1028657,198
1028657,317
1028657,318
1028657,202
1028657,203
1028657,206
1028669,126
1028669,128
1028669,142
1028669,132
1028707,1056
1028707,359
1028708,292
1028708,293
1028725,357
1028727,62
1028727,961
1028729,1057
1028729,1058
1028736,1046
1028736,1059
1028739,835
1028744,174
1028744,239
1028744,318
1028744,1060
1028744,202
1028744,175
1028759,1057
1028759,1058
1028766,157
1028781,1061
1028781,1062
1028781,864
1028782,1063
1028794,1064
1028794,98
1028798,793
1028804,1065
1028804,1040
1028808,1066
1028808,1067
1028815,1068
1028815,1069
1028816,1070
1028837,128
1028837,131
1028837,227
1028841,1071
1028841,437
1028841,786
1028841,653
1028841,1072
1028841,1073
1028849,111
1028870,277
1028894,577
1028894,505
1028894,1074
1028894,583
1028894,1075
1028894,1076
1028918,1077
1028962,1078
1028962,402
1028962,1079
1028962,1080
1028975,1081
1028975,1082
1028975,1083
1028975,1084
1028981,237
1029057,6
1029057,84
1029068,623
1029068,118
1029068,675
1029075,492
1029084,907
1029084,912
1029087,350
1029087,1085
1029087,1086
1029087,1087
1029098,1088
1029098,1089
1029107,1090
1029107,1091
1029119,292
1029122,78
1029122,79
1029136,925
1029136,718
1029138,821
1029140,1092
1029140,1093
1029140,1094
1029140,1095
1029140,1096
1029140,1097
1029140,1090
1029140,1091
1029140,1098
1029149,1099
1029149,171
1029157,354
1029168,637
1029168,594
1029172,594
1029172,1100
1029172,643
1029172,596
1029172,1101
1029203,181
1029203,443
1029258,213
1029271,192
1029271,446
1029271,454
1029276,553
1029276,554
1029301,1102
1029301,1103
1029301,950
1029301,1104
1029306,1105
1029306,460
1029353,352
1029353,459
1029353,357
1029353,351
1029389,932
1029389,1106
1029407,938
1029407,982
1029412,1107
1029412,1108
1029412,1109
1029412,1110
1029429,1111
1029429,759
1029429,320
1029438,967
1029443,292
1029443,293
1029458,1112
1029458,1113
1029459,1114
1029459,1115
1029459,503
1029470,420
1029483,510
1029483,114
1029492,1116
1029559,213
1029577,843
1029577,125
1029585,1117
1029585,222
1029585,821
1029585,711
1029585,712
1029585,275
1029585,713
1029585,1118
1029585,282
1029585,1119
1029585,714
1029585,1120
1029585,1121
1029585,715
1029585,285
1029588,1122
1029588,1123
1029612,882
1029612,166
1029614,1124
1029614,97
1029614,1125
1029662,1126
1029662,1127
1029681,1128
1029705,711
1029705,713
1029705,1121
1029705,715
1029707,923
1029707,1129
1029707,1130
1029708,181
1029708,1131
1029715,1132
1029715,1133
1029717,144
1029717,147
1029717,148
1029717,1134
1029717,150
1029717,152
1029717,155
1029725,1135
1029725,1136
1029725,1137
1029725,1138
1029734,739
1029734,740
1029754,1132
1029754,1012
1029754,221
1029761,111
1029762,1139
1029762,1140
1029762,1141
1029785,935
1029785,297
1029794,1142
1029794,1143
1029794,617
1029795,1144
1029796,81
1029796,1058
1029806,1145
1029806,1146
1029813,1147
1029840,319
1029840,652
1029846,1094
1029846,1090
1029846,1091
1029852,939
1029852,1147
1029859,517
1029859,1148
1029878,1149
1029878,433
1029878,1150
1029878,1151
1029878,1152
1029898,1153
1029898,1154
1029922,1155
1029935,586
1029935,1156
1029935,1157
1029935,220
1029935,1158
1029935,393
1029935,84
1029935,1159
1029935,1160
1029935,1141
1029935,1161
1029939,655
1029939,1162
1029951,740
1029961,1163
1030003,1122
1030003,1123
1030023,396
1030023,397
1030031,598
1030036,221
1030046,1164
1030046,1165
1030058,76
1030058,1073
1030065,318
1030065,201
1030065,204
1030073,393
1030073,1160
1030083,1166
1030083,1167
1030083,73
1030084,613
1030098,1168
1030098,1169
1030099,744
1030099,102
1030109,1170
1030109,1171
1030109,1126
1030109,1172
1030109,1173
1030109,837
1030112,613
1030112,1174
1030112,1175
1030152,748
1030152,749
1030152,750
1030152,751
1030152,1176
1030152,752
1030152,753
1030152,754
1030152,74
1030152,1177
1030152,755
1030152,75
1030161,793
1030161,795
1030178,213
1030181,1178
1030181,854
1030226,355
1030226,357
1030235,357
1030242,739
1030242,740
1030245,97
1030254,882
1030289,588
1030289,164
1030313,1179
1030313,1180
1030313,1181
1030313,1182
1030313,157
1030313,1183
1030334,671
1030334,672
1030347,1184
1030347,944
1030347,208
1030347,1032
1030347,353
1030347,354
1030347,356
1030347,357
1030347,52
1030347,360
1030347,361
1030353,213
1030370,208
1030370,1185
1030373,111
1030383,1186
1030383,492
1030426,1187
1030426,370
1030426,976
1030426,977
1030426,1188
1030426,1189
1030426,376
1030426,987
1030426,1021
1030426,988
1030439,528
1030439,529
1030455,1190
1030455,1191
1030455,1192
1030456,1193
1030456,1194
1030456,1195
1030469,1196
1030472,1197
1030472,461
1030472,1198
1030472,1199
1030472,517
1030472,1200
1030529,175
1030543,1201
1030543,735
1030572,1202
1030572,873
1030572,1203
1030572,1204
1030572,1205
1030572,1206
1030573,1055
1030573,760
1030573,198
1030573,333
1030573,199
1030573,317
1030573,200
1030573,318
1030573,334
1030573,203
1030573,204
1030573,206
1030585,247
1030585,250
1030585,251
1030585,1207
1030585,252
1030585,553
1030585,554
1030585,253
1030585,1208
1030585,1209
1030585,555
1030585,254
1030585,256
1030585,257
1030585,1210
1030585,259
1030603,822
1030603,823
1030609,1070
1030613,1211
1030613,1212
1030613,1165
1030621,47
1030646,1213
1030646,798
1030653,1111
1030668,1214
1030672,1215
1030672,524
1030694,1090
1030694,1091
1030702,352
1030702,1032
1030702,459
1030724,853
1030724,1216
1030731,1217
1030731,207
1030736,1218
1030736,392
1030741,610
1030741,1219
1030741,1220
1030741,1221
1030743,1222
1030743,954
1030743,1223
1030765,143
1030765,144
1030765,148
1030765,1224
1030765,1225
1030765,149
1030765,150
1030765,1226
1030765,1227
1030765,635
1030765,155
1030792,1228
1030792,1229
1030818,978
1030819,216
1030819,1230
1030827,1231
1030827,209
1030827,1232
1030831,293
1030839,1233
1030839,160
1030845,213
1030848,1234
1030848,773
1030848,362
1030852,63
1030852,1235
1030854,511
1030854,1236
1030870,1055
1030870,196
1030870,197
1030870,198
1030870,200
1030870,318
1030870,202
1030870,203
1030870,204
1030870,206
1030932,1029
1030938,579
1030941,488
1030941,489
1030946,400
1030950,1237
1030950,1238
1030951,1239
1030951,934
1030952,437
1030957,194
1030957,131
1030964,610
1030964,1240
1031031,466
1031031,1241
1031046,1242
1031048,789
1031084,1243
1031084,66
1031084,723
1031106,1244
1031106,1245
1031168,1246
1031168,907
1031168,1247
1031168,1248
1031168,1249
1031168,1250
1031168,910
1031168,912
1031170,1251
1031170,1252
1031180,165
1031180,702
1031185,1253
1031185,502
1031197,1193
1031197,1194
1031204,1254
1031204,1255
1031204,1256
1031204,1257
1031204,1258
1031204,1259
1031204,1260
1031253,85
1031253,264
1031253,96
1031257,1031
1031257,1261
1031257,1262
1031264,1263
1031264,164
1031264,1013
1031264,825
1031265,1090
1031265,1091
1031276,321
1031289,1264
1031289,1265
1031310,594
1031310,1266
1031310,639
1031310,640
1031310,1100
1031310,596
1031314,878
1031314,879
1031324,683
1031324,1267
1031324,1268
1031336,699
1031336,42
1031362,588
1031362,164
1031362,1044
1031362,237
1031383,516
1031385,1269
1031385,359
1031409,174
1031409,175
1031412,73
1031412,653
1031421,1270
1031421,1271
1031421,1272
1031421,1273
1031431,789
1031431,790
1031431,1274
1031436,1275
1031436,1276
1031452,378
1031467,1277
1031467,670
1031469,1278
1031495,1279
1031495,1280
1031497,1281
1031497,740
1031506,1282
1031506,1283
1031519,623
1031519,624
1031546,935
1031546,1284
1031559,784
1031565,630
1031565,631
1031565,633
1031565,635
1031570,129
1031570,131
1031602,1285
1031602,15
1031608,160
1031614,1286
1031614,165
1031614,218
1031614,619
1031614,702
1031614,822
1031614,166
1031614,1287
1031614,823
1031651,843
1031651,125
1031667,1196
1031667,1288
1031671,866
1031685,589
1031707,1279
1031707,1289
1031708,400
1031708,401
1031720,1290
1031720,1291
1031720,1292
1031720,1293
1031720,1294
1031720,1295
1031720,1296
1031720,1297
1031720,950
1031720,1298
1031720,1299
1031720,1300
1031720,1301
1031743,788
1031761,502
1031776,125
1031776,50
1031808,1302
1031808,1303
1031808,1304
1031808,1305
1031811,1027
1031811,1028
1031814,1184
1031814,1306
1031836,637
1031836,594
1031836,1266
1031836,639
1031836,595
1031836,643
1031836,596
1031838,1307
1031838,1040
1031859,1308
1031859,1309
1031872,1310
1031872,319
1031884,434
1031884,47
1031898,1311
1031910,488
1031910,489
1031912,1312
1031912,672
1031912,1313
1031921,165
1031921,1314
1031921,702
1031921,822
1031921,166
1031921,823
1031942,1315
1031942,728
1031959,335
1031959,1316
1031959,337
1031969,1317
1031969,1318
1031974,593
1031974,815
1031975,129
1031991,827
1031991,518
1031991,1312
1031991,1319
1031991,519
1031991,521
1031991,1320
1031991,1321
1031991,947
1032008,1322
1032008,1323
1032008,1324
1032010,610
1032010,1325
1032010,1326
1032013,882
1032013,1327
1032019,1184
1032025,1328
1032025,1329
1032040,868
1032048,1230
1032051,913
1032051,670
1032058,9
1032058,388
1032066,1330
1032066,928
1032105,1117
1032105,222
1032105,821
1032105,711
1032105,1254
1032105,1255
1032105,1257
1032105,1331
1032105,1258
1032105,1119
1032105,714
1032105,1332
